Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
TSLA,493.25,Call,740.00,09/11/20,10,3.00,3.08,3.15,3.00,1480,947,1.56,150.83%,"11:45 ET"
WMT,146.84,Call,143.00,09/11/20,10,6.70,6.93,7.15,6.85,1777,1140,1.56,36.23%,"11:49 ET"
GOOGL,1639.9,Put,1545.00,09/04/20,3,0.55,0.73,0.90,1.85,618,398,1.55,42.21%,"11:11 ET"
MO,43.42,Put,42.00,09/11/20,10,0.23,0.25,0.27,0.24,655,426,1.54,26.37%,"11:15 ET"
AMZN,3497.12,Call,3600.00,09/11/20,10,37.20,37.8,38.40,38.04,830,540,1.54,35.24%,"11:40 ET"
TWTR,40.31,Put,40.50,09/11/20,10,1.34,1.35,1.36,1.32,882,573,1.54,45.21%,"11:37 ET"
GOLD,29.32,Put,28.00,10/16/20,45,1.26,1.27,1.28,1.27,1105,719,1.54,46.38%,"11:37 ET"
CHWY,69.31,Call,70.00,09/18/20,17,6.35,6.5,6.65,6.50,1886,1234,1.53,114.43%,"11:46 ET"
AAPL,132.46,Call,250.00,12/18/20,108,1.18,1.19,1.21,1.20,11649,7618,1.53,68.27%,"11:38 ET"
AMZN,3497.12,Call,3650.00,09/18/20,17,51.40,52.25,53.10,52.60,537,354,1.52,37.77%,"11:39 ET"
WORK,34.37,Call,37.00,09/11/20,10,2.31,2.34,2.38,2.37,1641,1083,1.52,151.78%,"11:50 ET"
SPCE,17.64,Call,19.00,09/11/20,10,0.54,0.55,0.57,0.57,2101,1381,1.52,95.16%,"11:33 ET"
M,7,Call,8.00,09/11/20,10,0.25,0.26,0.27,0.26,2486,1632,1.52,124.87%,"11:46 ET"
NVDA,553.32,Put,530.00,09/04/20,3,3.65,3.75,3.85,3.70,1032,683,1.51,57.06%,"11:50 ET"
NFLX,551.42,Put,530.00,09/04/20,3,3.50,3.6,3.70,3.60,1328,880,1.51,47.44%,"11:48 ET"
ADBE,523.52,Put,490.00,09/04/20,3,1.00,1.07,1.13,1.11,706,471,1.5,50.94%,"11:37 ET"
AMZN,3497.12,Put,3280.00,09/04/20,3,2.16,2.32,2.48,2.36,762,508,1.5,40.06%,"11:39 ET"
PANW,257.98,Call,270.00,09/18/20,17,2.71,2.88,3.05,2.78,1897,1262,1.5,31.76%,"11:35 ET"
AMD,91.68,Call,97.00,09/04/20,3,0.48,0.5,0.51,0.51,3833,2557,1.5,69.71%,"11:39 ET"
NFLX,551.42,Call,590.00,09/11/20,10,5.95,6.18,6.40,6.10,852,572,1.49,57.36%,"11:43 ET"
SQ,168.47,Call,185.00,09/04/20,3,0.47,0.51,0.54,0.50,764,515,1.48,79.21%,"11:39 ET"
AMD,91.68,Call,120.00,11/20/20,80,4.05,4.15,4.25,4.15,1101,744,1.48,72.02%,"11:40 ET"
GSX,90.94,Call,90.00,10/16/20,45,15.10,15.5,15.90,15.30,818,556,1.47,116.39%,"11:24 ET"
AMZN,3497.12,Call,3490.00,09/04/20,3,39.45,40.25,41.05,41.00,910,621,1.47,33.96%,"11:41 ET"
HL,5.93,Put,5.50,09/18/20,17,0.13,0.16,0.18,0.13,2442,1662,1.47,61.90%,"11:25 ET"
WMT,146.84,Call,190.00,09/04/20,3,0.08,0.1,0.11,0.10,3321,2263,1.47,125.37%,"11:48 ET"
AMD,91.68,Call,100.00,09/11/20,10,1.10,1.12,1.13,1.10,8401,5750,1.46,64.74%,"11:41 ET"
KODK,7.83,Call,20.00,09/11/20,10,0.10,0.13,0.15,0.12,500,344,1.45,332.13%,"11:27 ET"
WMT,146.84,Call,170.00,09/11/20,10,0.71,0.77,0.83,0.82,741,510,1.45,64.50%,"11:50 ET"
UBER,33.99,Call,42.00,11/20/20,80,1.08,1.12,1.15,1.09,601,417,1.44,53.74%,"11:23 ET"
NIO,19.88,Put,19.00,10/16/20,45,3.15,3.2,3.25,3.20,642,445,1.44,132.34%,"11:46 ET"
IBM,123.49,Call,125.00,09/11/20,10,1.47,1.51,1.54,1.52,913,635,1.44,25.76%,"11:31 ET"
NVDA,553.32,Call,600.00,09/11/20,10,5.40,5.53,5.65,5.35,1444,1003,1.44,56.78%,"11:48 ET"
T,29.42,Call,31.00,03/19/21,199,1.05,1.08,1.11,1.09,2016,1400,1.44,18.64%,"11:42 ET"
MRVL,39.52,Call,40.00,09/11/20,10,0.80,0.85,0.89,0.85,596,416,1.43,42.99%,"11:47 ET"
MRNA,62.99,Call,64.00,09/04/20,3,1.27,1.32,1.36,1.24,624,436,1.43,74.35%,"11:47 ET"
PENN,57.76,Call,57.00,09/04/20,3,2.81,2.85,2.89,3.10,729,511,1.43,107.05%,"11:34 ET"
BABA,292.26,Call,295.00,09/11/20,10,8.75,8.9,9.05,9.00,758,529,1.43,52.83%,"11:39 ET"
PTON,83.75,Call,105.00,10/16/20,45,4.35,4.45,4.55,4.40,841,587,1.43,95.59%,"11:37 ET"
FB,297.98,Call,307.50,09/04/20,3,2.21,2.28,2.34,2.20,1753,1229,1.43,55.66%,"11:36 ET"
DOCU,261.01,Call,300.00,09/18/20,17,16.00,16.5,17.00,16.25,2492,1738,1.43,149.57%,"11:48 ET"
TSLA,493.25,Call,490.00,09/11/20,10,34.85,35.2,35.55,34.65,2764,1928,1.43,109.23%,"11:46 ET"
TSLA,493.25,Call,520.00,09/04/20,3,9.90,10.03,10.15,9.80,18608,13006,1.43,120.74%,"11:46 ET"
TSLA,493.25,Call,1000.00,09/16/22,745,107.00,108.3,109.60,109.15,520,367,1.42,75.50%,"11:40 ET"
FB,297.98,Call,297.50,09/11/20,10,8.95,9.02,9.10,8.80,933,656,1.42,46.12%,"11:36 ET"
SQ,168.47,Call,190.00,09/04/20,3,0.28,0.3,0.32,0.26,1185,833,1.42,82.25%,"11:42 ET"
FCEL,2.77,Put,2.50,01/15/21,136,0.65,0.69,0.72,0.71,1203,848,1.42,135.35%,"10:07 ET"
AAPL,132.46,Call,225.00,01/15/21,136,1.98,2.03,2.07,2.00,2280,1605,1.42,59.34%,"11:37 ET"
WMT,146.84,Call,142.00,09/04/20,3,6.40,6.58,6.75,6.50,5447,3827,1.42,31.63%,"11:50 ET"
CRWD,138.41,Call,155.00,10/16/20,45,9.25,9.45,9.65,9.25,531,377,1.41,82.95%,"11:46 ET"
TDOC,222.93,Call,230.00,09/04/20,3,2.65,2.8,2.95,2.67,1371,974,1.41,70.93%,"11:43 ET"
PTON,83.75,Call,100.00,09/18/20,17,3.60,3.73,3.85,3.60,2792,1981,1.41,126.79%,"11:38 ET"
NKLA,39.99,Call,42.00,09/18/20,17,2.55,2.63,2.70,2.59,524,374,1.4,94.50%,"11:47 ET"
SQ,168.47,Put,160.00,09/04/20,3,0.94,0.98,1.01,1.01,1089,776,1.4,61.43%,"11:39 ET"
BA,172.62,Call,170.00,09/04/20,3,4.50,4.58,4.65,4.50,2252,1603,1.4,45.41%,"11:43 ET"
TWLO,277.71,Call,285.00,09/04/20,3,2.83,2.94,3.05,2.94,529,380,1.39,64.18%,"11:47 ET"
BA,172.62,Call,170.00,11/20/20,80,21.10,21.3,21.50,21.60,1067,765,1.39,62.27%,"11:33 ET"
CRM,272.75,Call,280.00,09/11/20,10,5.15,5.45,5.75,5.18,1249,897,1.39,47.90%,"11:47 ET"
TSLA,493.25,Call,485.00,09/11/20,10,37.05,37.43,37.80,36.95,1446,1039,1.39,109.07%,"11:46 ET"
KO,49.06,Call,49.50,09/11/20,10,0.57,0.6,0.62,0.60,1605,1154,1.39,23.95%,"11:44 ET"
AMD,91.68,Call,96.00,09/04/20,3,0.59,0.61,0.62,0.68,2055,1480,1.39,69.48%,"11:37 ET"
NVDA,553.32,Call,555.00,09/18/20,17,23.25,23.38,23.50,23.25,665,481,1.38,52.86%,"11:49 ET"
NVDA,553.32,Put,527.50,09/04/20,3,3.05,3.18,3.30,3.30,1015,738,1.38,58.18%,"11:47 ET"
WMT,146.84,Call,165.00,09/04/20,3,0.53,0.58,0.62,0.59,1429,1036,1.38,90.40%,"11:49 ET"
KODK,7.83,Put,15.00,01/15/21,136,9.20,9.35,9.50,9.33,561,410,1.37,198.30%,"11:37 ET"
AMD,91.68,Call,92.00,09/11/20,10,3.00,3.08,3.15,3.15,1206,879,1.37,58.68%,"11:40 ET"
WMT,146.84,Call,142.00,09/11/20,10,7.35,7.6,7.85,7.47,1469,1075,1.37,34.54%,"11:49 ET"
SWBI,19.98,Call,25.00,09/18/20,17,1.30,1.33,1.35,1.32,2234,1633,1.37,162.80%,"11:44 ET"
GME,7.43,Call,8.00,09/04/20,3,0.20,0.25,0.30,0.23,2815,2062,1.37,182.62%,"11:39 ET"
FB,297.98,Put,285.00,09/04/20,3,1.46,1.51,1.55,1.47,4505,3281,1.37,52.18%,"11:36 ET"
AMD,91.68,Call,92.00,09/04/20,3,1.52,1.54,1.56,1.55,13351,9758,1.37,58.74%,"11:41 ET"
BABA,292.26,Put,275.00,10/16/20,45,11.55,11.73,11.90,11.72,691,507,1.36,48.77%,"11:42 ET"
JD,81.84,Call,83.00,09/04/20,3,0.92,0.94,0.96,0.92,895,657,1.36,53.62%,"11:43 ET"
QCOM,121.97,Call,123.00,09/04/20,3,0.95,0.98,1.00,1.00,532,394,1.35,35.86%,"11:38 ET"
CVS,60.53,Call,62.00,09/04/20,3,0.20,0.22,0.23,0.20,635,472,1.35,31.01%,"11:48 ET"
PTON,83.75,Call,105.00,09/18/20,17,2.88,2.99,3.10,2.90,1499,1107,1.35,130.41%,"11:38 ET"
KODK,7.83,Call,13.00,09/04/20,3,0.15,0.18,0.20,0.19,640,476,1.34,439.44%,"11:44 ET"
AAPL,132.46,Put,130.00,11/20/20,80,11.40,11.45,11.50,11.25,3605,2683,1.34,51.21%,"11:32 ET"
GME,7.43,Call,8.00,09/11/20,10,0.74,0.79,0.84,0.86,509,384,1.33,234.41%,"11:34 ET"
FSLY,95.85,Call,97.00,09/04/20,3,2.55,2.65,2.75,2.65,702,529,1.33,100.80%,"11:36 ET"
CRWD,138.41,Call,145.00,09/04/20,3,7.50,7.65,7.80,7.70,1222,922,1.33,225.81%,"11:47 ET"
AMD,91.68,Put,91.00,09/04/20,3,2.07,2.09,2.11,2.06,1304,978,1.33,64.82%,"11:41 ET"
PTON,83.75,Call,78.00,09/04/20,3,5.70,5.9,6.10,5.45,1511,1132,1.33,80.52%,"11:38 ET"
JNJ,151.32,Call,155.00,09/04/20,3,0.31,0.33,0.34,0.34,2924,2200,1.33,27.49%,"11:44 ET"
TSLA,493.25,Call,500.00,09/11/20,10,30.65,31.17,31.70,30.74,6786,5107,1.33,110.63%,"11:46 ET"
BABA,292.26,Call,300.00,09/04/20,3,2.49,2.51,2.53,2.47,10029,7534,1.33,51.07%,"11:43 ET"
NVDA,553.32,Call,545.00,09/18/20,17,27.65,28.05,28.45,27.98,858,652,1.32,52.62%,"11:50 ET"
SQ,168.47,Call,165.00,09/11/20,10,7.55,7.65,7.75,7.66,1132,858,1.32,56.27%,"11:40 ET"
AMZN,3497.12,Call,3700.00,09/04/20,3,3.00,3.15,3.30,3.30,1548,1171,1.32,41.55%,"11:40 ET"
AAL,12.93,Put,8.00,02/19/21,171,0.98,1.04,1.10,1.06,1550,1172,1.32,106.00%,"11:34 ET"
ETSY,124.56,Call,125.00,09/04/20,3,2.66,2.76,2.85,2.65,903,688,1.31,65.58%,"11:35 ET"
ROKU,180.32,Call,205.00,09/04/20,3,0.91,0.96,1.01,0.94,1037,793,1.31,120.67%,"11:39 ET"
PD,35.76,Call,40.00,09/18/20,17,2.20,2.25,2.30,2.20,2346,1787,1.31,121.11%,"11:36 ET"
LULU,385.99,Call,385.00,09/04/20,3,6.40,6.55,6.70,6.75,623,478,1.3,43.09%,"11:45 ET"
MCD,211.46,Put,210.00,10/16/20,45,6.55,6.65,6.75,6.65,855,659,1.3,25.15%,"11:35 ET"
KODK,7.83,Call,12.00,09/04/20,3,0.20,0.23,0.25,0.21,1246,955,1.3,404.15%,"11:34 ET"
QCOM,121.97,Call,121.00,09/04/20,3,1.92,1.97,2.02,1.66,1948,1502,1.3,29.92%,"11:39 ET"
AAPL,132.46,Call,145.00,09/25/20,24,2.57,2.59,2.60,2.60,6239,4796,1.3,51.29%,"11:40 ET"
ZM,447.7,Put,300.00,09/18/20,17,0.80,0.9,1.00,0.92,545,424,1.29,98.07%,"11:35 ET"
AAPL,132.46,Call,133.75,10/02/20,31,6.75,6.83,6.90,6.85,589,456,1.29,48.94%,"11:38 ET"
TDOC,222.93,Call,225.00,09/04/20,3,4.30,4.45,4.60,4.26,1509,1172,1.29,69.40%,"11:43 ET"
FB,297.98,Put,290.00,09/04/20,3,2.64,2.7,2.75,2.75,3388,2633,1.29,52.15%,"11:36 ET"
SPCE,17.64,Call,17.50,09/04/20,3,0.49,0.51,0.52,0.50,6012,4672,1.29,73.88%,"11:40 ET"
INTC,50.51,Call,80.00,06/18/21,290,0.60,0.66,0.72,0.65,579,452,1.28,34.83%,"11:16 ET"
GOGO,6.4,Put,5.00,09/18/20,17,0.15,0.18,0.20,0.19,908,709,1.28,133.05%,"11:36 ET"
DOCU,261.01,Call,250.00,09/18/20,17,28.75,29.63,30.50,29.59,2078,1620,1.28,133.61%,"11:47 ET"
TSLA,493.25,Put,385.00,10/16/20,45,29.40,29.6,29.80,29.50,712,562,1.27,115.12%,"11:39 ET"
WMT,146.84,Call,160.00,09/25/20,24,2.55,2.7,2.85,2.67,793,624,1.27,44.14%,"11:50 ET"
NVDA,553.32,Call,610.00,09/04/20,3,1.21,1.24,1.27,1.24,1255,989,1.27,76.28%,"11:50 ET"
NVDA,553.32,Call,585.00,09/04/20,3,3.00,3.1,3.20,3.15,1743,1369,1.27,68.82%,"11:50 ET"
CRBP,8.72,Call,12.50,09/18/20,17,2.00,2.1,2.20,2.10,2876,2267,1.27,418.93%,"11:46 ET"
WMT,146.84,Call,145.00,09/25/20,24,7.40,7.68,7.95,7.69,667,531,1.26,38.45%,"11:50 ET"
CSCO,41.69,Call,43.00,03/19/21,199,2.60,2.7,2.80,2.71,685,545,1.26,25.62%,"11:25 ET"
TSLA,493.25,Call,680.00,09/25/20,24,18.40,18.65,18.90,18.60,696,553,1.26,136.55%,"11:39 ET"
PG,137.55,Put,137.00,09/04/20,3,0.81,0.82,0.83,0.87,726,574,1.26,21.38%,"11:35 ET"
WMT,146.84,Call,180.00,09/11/20,10,0.42,0.46,0.50,0.46,1370,1085,1.26,72.91%,"11:50 ET"
NFLX,551.42,Put,525.00,09/04/20,3,2.50,2.57,2.63,2.66,1415,1125,1.26,49.04%,"11:48 ET"
WMT,146.84,Call,155.00,11/20/20,80,7.65,8.03,8.40,8.05,4167,3320,1.26,38.38%,"11:50 ET"
FB,297.98,Call,310.00,09/04/20,3,1.80,1.85,1.89,1.74,7263,5785,1.26,56.58%,"11:36 ET"
COUP,348.3,Put,320.00,01/21/22,507,60.20,61.15,62.10,57.90,506,404,1.25,47.31%,"11:02 ET"
TSLA,493.25,Put,500.00,12/18/20,108,106.80,107.35,107.90,107.90,781,623,1.25,97.60%,"11:46 ET"
BA,172.62,Call,187.50,09/04/20,3,0.51,0.53,0.55,0.55,2202,1759,1.25,70.15%,"11:40 ET"
DKNG,36.72,Call,37.50,09/18/20,17,2.35,2.4,2.45,2.40,4633,3699,1.25,86.56%,"11:48 ET"
NIO,19.88,Call,20.00,09/04/20,3,0.89,0.9,0.90,0.84,36093,28873,1.25,137.49%,"11:49 ET"
AMZN,3497.12,Call,3485.00,09/04/20,3,42.00,42.63,43.25,43.10,607,488,1.24,33.68%,"11:41 ET"
CHWY,69.31,Call,80.00,09/11/20,10,2.46,2.58,2.70,2.72,689,556,1.24,137.92%,"11:45 ET"
T,29.42,Call,29.00,09/04/20,3,0.52,0.53,0.54,0.53,713,573,1.24,20.36%,"11:44 ET"
PENN,57.76,Call,56.00,09/04/20,3,3.40,3.47,3.55,3.40,734,591,1.24,89.20%,"11:32 ET"
TSLA,493.25,Put,440.00,09/25/20,24,35.85,36.18,36.50,36.65,735,591,1.24,122.57%,"11:43 ET"
AMD,91.68,Call,91.00,09/11/20,10,3.40,3.47,3.55,3.35,1307,1052,1.24,54.25%,"11:41 ET"
SBSW,12.45,Call,15.00,10/16/20,45,0.30,0.4,0.50,0.40,1527,1229,1.24,67.15%,"11:21 ET"
"Downloaded from Barchart.com as of 09-01-2020 10:54am CDT"
